;restaurant_id;name;num_people;date;time;phone
489;ChIJL2FNyOsK_UYRdT8ADPJjl9M;Lindsay Macdonald;7;2025-02-03;19:30;+1-574-623-2175
490;ChIJKdkGWTR1_UYRluhLpz-_kDQ;Robert Miller;6;2025-03-15;15:30;292.644.2013x09722
491;ChIJW1SHm38K_UYRZJMJblaY6h4;Edwin Gonzalez;7;2025-03-11;16:45;620-497-8305x14580
492;ChIJefF77TKn_UYRHO94iAh0OJ8;Christopher Gutierrez;9;2025-02-23;11:30;+1-311-828-0873
493;ChIJAy1MfARz_UYRfsrbOPWorn8;Nancy Dorsey;7;2025-03-26;11:45;371.623.8116x74246
495;ChIJvTFRteWn_UYR_us_D2iLWM0;Kathy Rivera;3;2025-02-10;20:00;(984)689-2989
496;ChIJDcfiVJ5z_UYRCvHVMUnoUeo;Christina Rodgers;2;2025-03-18;17:15;446.222.1378x65685
497;ChIJXTlqQUxz_UYR27HZDEvpfkk;Gregory Khan;10;2025-02-16;19:45;513-711-8118
499;ChIJcbbSLACl_UYRK8Qa-08k8B4;Bruce Young;7;2025-02-07;11:15;7872110583
500;ChIJ2wz5qp9z_UYRThr2-GxVo5I;Crystal Baker;4;2025-03-14;20:45;(551)352-4614x23106
501;ChIJYzMptpEK_UYRx4VOFIf7-hc;Matthew Wade;2;2025-02-03;13:30;(432)876-8383
502;ChIJ5RSSNSSn_UYRy4u9a0xWe5o;Alexandra Simpson;7;2025-02-17;13:15;(863)309-5498
503;ChIJ645e14xz_UYRcDGW1COtGVw;Jacob Wilson;3;2025-02-19;14:15;001-314-691-1966x169
504;ChIJCShsOB51_UYRziolZgWzl-g;Lindsay Macdonald;6;2025-02-16;15:00;(282)845-4857
505;ChIJx6Es-aCh_UYRQV66R92AKIA;Alexandra Simpson;7;2025-03-11;20:45;400.893.0490x42599
506;ChIJBXCd3AWn_UYRrP4Mji_YpT0;Alexandra Jones;2;2025-02-18;10:15;(404)973-3292x314
507;ChIJncpdgVkL_UYRVwRoZlnwAwk;Lauren Sutton;10;2025-02-08;18:15;8553337819
508;ChIJdRPxk0kL_UYRXL-UG2zWwkM;Brian Gibson;2;2025-02-18;17:30;595-795-1214x820
509;ChIJcXJKL6V1_UYROHJj4FTQfx0;Monica Geller;7;2025-02-22;12:15;001-232-528-1522x63713
510;ChIJ37I7C5YK_UYRfowohl2h6hU;Monica Geller;7;2025-03-29;17:30;360.799.4899
511;ChIJ-3Cf_tJ1_UYRP43jW3p9NBc;Diamond Mitchell;10;2025-03-25;17:00;(628)253-4287x24473
512;ChIJxdmAoIJ1_UYRbdlGcVGe5F4;Mark Morton;9;2025-03-05;11:45;(903)775-8507
515;ChIJ_4M5YR0L_UYR9sS8nf4YgSQ;Diamond Mitchell;9;2025-03-05;16:45;(410)793-4851x6416
516;ChIJ6SYrNnOn_UYRJtSe-gCwGBI;Richard Hill;4;2025-02-28;19:15;638.856.8825x675
517;ChIJG89RqF2h_UYRWSLpYFNGIvk;Lindsay Macdonald;6;2025-02-25;12:15;001-415-968-7036x80308
518;ChIJmwTkKU2n_UYRxIvld9N02q0;Kaitlin Hall;5;2025-02-08;20:00;+1-541-925-4185x6579
519;ChIJp0GwRAt1_UYRDQLcF3d06XI;Steven White;6;2025-02-27;13:30;741.930.2804
520;ChIJnXgDFQV1_UYROfCSYtvf_oY;Christina Rodgers;9;2025-03-11;15:15;251-607-0243
521;ChIJgyvUpVpz_UYRTfUEwp245GE;Thomas Allen;2;2025-03-11;12:15;(858)733-2243x526
522;ChIJ1X8EkowL_UYRjnrVGy6J3nQ;Rachel Green;4;2025-03-11;17:00;(856)538-3834
523;ChIJT0RH0Z6g_UYR87f-ohZXlLI;Andrew Williams;3;2025-03-02;12:00;+1-984-234-7416x9347
524;ChIJf2gIRR6l_UYRqDwCFmZSp4Q;Zachary Miller;1;2025-02-07;10:15;665-757-9188
525;ChIJx5AC9pIK_UYRFHUT8pea9y4;Sarah Conway;1;2025-03-27;16:30;835-939-4627x9107
526;ChIJifj8BKil_UYRsLVk1E_ng6U;Monica Geller;4;2025-03-09;13:30;(412)382-5578x39693
527;ChIJ8-kT3y-n_UYRps5ndac_QaA;Joanna Szych;1;2025-03-05;16:45;608-309-3246
528;ChIJp94MHI4K_UYRz6FgBfQfvdE;Joanna Szych;8;2025-02-17;16:15;952.560.1716
529;ChIJxbWl1MJ1_UYR7i5hI5cOWUo;Mark Morton;8;2025-02-24;11:00;001-751-849-2647
530;ChIJcb6dL4J1_UYRK1H36JI3KRo;Paul Brown;10;2025-03-04;20:30;+1-556-666-7518x6731
531;ChIJw5LV4pEK_UYR4MVWMdBuC8k;Maria Collins;7;2025-03-06;17:15;215-680-2127x939
532;ChIJLai4JZ51_UYRDPAvIvIYD_U;Emily Arnold;5;2025-02-25;11:30;898-463-3154
533;ChIJ6TArDjun_UYRutRjNIbG36c;Michael Anthony;6;2025-02-06;11:15;(774)502-0822x9028
534;ChIJ6bTNStyn_UYRVo9Rjsq6X8A;Diamond Mitchell;6;2025-03-06;15:45;001-464-608-8183x4399
535;ChIJSYSjuNx0_UYRcPn67-Pua8U;Joseph Crawford;2;2025-03-29;12:45;556.333.3466
536;ChIJlz3C_o0K_UYRXZfaV-rPdiQ;Gregory Khan;3;2025-03-02;18:30;959-210-2002x9256
537;ChIJK2dQXZug_UYRQ-_kNDcbYIU;Bruce Young;8;2025-02-10;16:45;753.564.9213x3970
538;ChIJYw7PsSSn_UYR8Wt8olWwVoU;Thomas Allen;2;2025-03-16;19:00;332.634.3659
539;ChIJOdtPY6Wn_UYRY_oRQPa5yGo;Austin Bell;9;2025-03-14;17:00;814.613.6407x6170
540;ChIJLRSbXzin_UYR5LReOxdBtIU;Taylor Weiss;5;2025-02-01;20:00;906-375-6521x6635
541;ChIJY4bZdsun_UYR85fukX0-cVE;Colton Lloyd;5;2025-03-01;12:15;994-704-7376
542;ChIJW9wH5jOn_UYREGZMhI_iP6U;Rebecca Smith;3;2025-03-08;16:30;(864)839-1264
543;ChIJ4bMdaVRz_UYRdGmW1zmDUto;Alexandra Simpson;7;2025-02-16;13:15;(617)360-1919
544;ChIJnTFAEzCn_UYR_jjxray_vmQ;Colton Lloyd;2;2025-02-21;10:00;001-436-570-2540x545
545;ChIJYeAtgpIK_UYRkyG7sv5AJ2Y;Crystal Baker;6;2025-02-22;13:30;(944)451-7221
546;ChIJR8ltiECn_UYRa7A4Mk6K1dU;Robert Miller;4;2025-03-26;13:15;+1-890-876-3861x267
547;ChIJK1q8HAB1_UYR_7Muki76MzY;Christopher Friedman;7;2025-02-06;10:00;358.908.1318x28395
548;ChIJpwBPgnZ1_UYRW8n5z5yMRlY;Rebecca Smith;2;2025-02-16;19:45;+1-858-446-6481x77011
549;ChIJ5ZKqvJML_UYRov-Mhn4ZgoI;Justin Chaney;5;2025-02-14;15:30;993-434-0539x6977
550;ChIJ53AvNop0_UYRa53FMSRinZI;Christina Rodgers;6;2025-02-09;19:00;(930)407-2455x106
551;ChIJ85qJPtV1_UYRom72j685-28;Gregory Khan;7;2025-03-10;11:00;731.616.6169
552;ChIJISGsDGt1_UYRH4Pe1JM_NlU;Joseph Crawford;8;2025-03-23;19:15;281.258.5757
553;ChIJ8TdsDmoL_UYRE316hn4VcYY;Edwin Gonzalez;1;2025-03-30;19:45;001-928-819-7458x92585
554;ChIJF0p7ZqWn_UYRwdPmAb-rouE;Joseph Dennis;1;2025-03-12;10:15;256.331.2469
555;ChIJLTBFZVan_UYRsU7eUE4XmmA;Lisa Salazar;5;2025-02-27;13:30;(416)641-8226x80944
556;ChIJvxdAOXd1_UYR-hzHF8QQ7eg;Steven White;9;2025-03-10;11:00;001-409-619-1566
557;ChIJa11uTCAL_UYRSxxxiw9mEWI;James Roberts;5;2025-03-29;16:45;001-320-750-3796x4489
558;ChIJWZdPx2Vz_UYR-R-x5Qfx_s4;Frank Quinn;10;2025-03-02;20:15;242-410-7991
560;ChIJ7ZaTw5EK_UYRO3MOsVS1e_0;Alexandria Dodson;3;2025-02-23;17:45;(667)691-8520
561;ChIJxZgXuCuh_UYRXrGeVk7yKMc;Christina Rodgers;4;2025-02-03;15:00;778.563.2982
562;ChIJ3wv4m691_UYRMF7XZ3n62wg;Philip Hill;5;2025-03-06;20:15;+1-367-216-2225x5626
563;ChIJ2_nQun11_UYRSurD1dOvWoQ;Erica Ray;4;2025-03-24;20:45;(252)998-4661x426
